timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path,rpc_nodes
2025-11-30T13:19:04.777531,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp128,128,47.09,0.11,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T13:35:46.698034,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp128,128,46.93,0.08,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T13:52:32.301511,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp256,256,58.7,0.09,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T14:09:23.690989,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp256,256,58.69,0.08,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T14:26:13.287878,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp512,512,94.16,0.2,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T14:43:13.203767,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp512,512,93.96,0.19,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T15:00:31.577519,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp1024,1024,104.51,0.12,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T15:17:53.816162,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp1024,1024,104.51,0.09,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T15:36:06.313209,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp2048,2048,109.2,0.12,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T15:54:25.050669,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp2048,2048,109.01,0.09,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T16:14:32.487187,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp4096,4096,107.99,0.06,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T16:34:40.334578,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp4096,4096,107.91,0.07,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T16:59:27.379184,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp8192,8192,97.64,0.06,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T17:24:11.778280,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp8192,8192,97.55,0.02,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T18:00:59.525801,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp16384,16384,80.34,0.02,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
2025-11-30T18:37:47.412421,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,pp16384,16384,80.29,0.02,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,3
